,timestamp,new_customers
59,2019-09-02 08:01:00,3
60,2019-09-02 08:02:00,3
61,2019-09-02 08:03:00,0
62,2019-09-02 08:04:00,2
63,2019-09-02 08:05:00,4
64,2019-09-02 08:06:00,2
65,2019-09-02 08:07:00,0
66,2019-09-02 08:08:00,0
67,2019-09-02 08:09:00,3
68,2019-09-02 08:10:00,3
69,2019-09-02 08:11:00,0
70,2019-09-02 08:12:00,1
71,2019-09-02 08:13:00,3
72,2019-09-02 08:14:00,0
73,2019-09-02 08:15:00,4
74,2019-09-02 08:16:00,0
75,2019-09-02 08:17:00,0
76,2019-09-02 08:18:00,0
77,2019-09-02 08:19:00,1
78,2019-09-02 08:20:00,1
79,2019-09-02 08:21:00,8
80,2019-09-02 08:22:00,3
81,2019-09-02 08:23:00,0
82,2019-09-02 08:24:00,0
83,2019-09-02 08:25:00,3
84,2019-09-02 08:26:00,0
85,2019-09-02 08:27:00,3
86,2019-09-02 08:28:00,2
87,2019-09-02 08:29:00,0
88,2019-09-02 08:30:00,4
89,2019-09-02 08:31:00,2
90,2019-09-02 08:32:00,3
91,2019-09-02 08:33:00,4
92,2019-09-02 08:34:00,1
93,2019-09-02 08:35:00,0
94,2019-09-02 08:36:00,2
95,2019-09-02 08:37:00,1
96,2019-09-02 08:38:00,1
97,2019-09-02 08:39:00,5
98,2019-09-02 08:40:00,2
99,2019-09-02 08:41:00,0
100,2019-09-02 08:42:00,7
101,2019-09-02 08:43:00,1
102,2019-09-02 08:44:00,0
103,2019-09-02 08:45:00,3
104,2019-09-02 08:46:00,4
105,2019-09-02 08:47:00,4
106,2019-09-02 08:48:00,0
107,2019-09-02 08:49:00,1
108,2019-09-02 08:50:00,5
109,2019-09-02 08:51:00,0
110,2019-09-02 08:52:00,0
111,2019-09-02 08:53:00,0
112,2019-09-02 08:54:00,6
113,2019-09-02 08:55:00,3
114,2019-09-02 08:56:00,0
115,2019-09-02 08:57:00,4
116,2019-09-02 08:58:00,1
117,2019-09-02 08:59:00,1
118,2019-09-02 09:00:00,0
119,2019-09-02 09:01:00,0
120,2019-09-02 09:02:00,2
121,2019-09-02 09:03:00,0
122,2019-09-02 09:04:00,0
123,2019-09-02 09:05:00,0
124,2019-09-02 09:06:00,0
125,2019-09-02 09:07:00,4
126,2019-09-02 09:08:00,1
127,2019-09-02 09:09:00,2
128,2019-09-02 09:10:00,2
129,2019-09-02 09:11:00,2
130,2019-09-02 09:12:00,1
131,2019-09-02 09:13:00,1
132,2019-09-02 09:14:00,2
133,2019-09-02 09:15:00,0
134,2019-09-02 09:16:00,1
135,2019-09-02 09:17:00,4
136,2019-09-02 09:18:00,0
137,2019-09-02 09:19:00,0
138,2019-09-02 09:20:00,3
139,2019-09-02 09:21:00,0
140,2019-09-02 09:22:00,2
141,2019-09-02 09:23:00,0
142,2019-09-02 09:24:00,0
143,2019-09-02 09:25:00,1
144,2019-09-02 09:26:00,0
145,2019-09-02 09:27:00,0
146,2019-09-02 09:28:00,1
147,2019-09-02 09:29:00,0
148,2019-09-02 09:30:00,2
149,2019-09-02 09:31:00,2
150,2019-09-02 09:32:00,0
151,2019-09-02 09:33:00,5
152,2019-09-02 09:34:00,0
153,2019-09-02 09:35:00,0
154,2019-09-02 09:36:00,7
155,2019-09-02 09:37:00,5
156,2019-09-02 09:38:00,2
157,2019-09-02 09:39:00,3
158,2019-09-02 09:40:00,1
159,2019-09-02 09:41:00,4
160,2019-09-02 09:42:00,2
161,2019-09-02 09:43:00,0
162,2019-09-02 09:44:00,2
163,2019-09-02 09:45:00,4
164,2019-09-02 09:46:00,1
165,2019-09-02 09:47:00,0
166,2019-09-02 09:48:00,3
167,2019-09-02 09:49:00,0
168,2019-09-02 09:50:00,1
169,2019-09-02 09:51:00,2
170,2019-09-02 09:52:00,2
171,2019-09-02 09:53:00,0
172,2019-09-02 09:54:00,3
173,2019-09-02 09:55:00,0
174,2019-09-02 09:56:00,0
175,2019-09-02 09:57:00,1
176,2019-09-02 09:58:00,6
177,2019-09-02 09:59:00,0
178,2019-09-02 10:00:00,0
179,2019-09-02 10:01:00,3
180,2019-09-02 10:02:00,0
181,2019-09-02 10:03:00,0
182,2019-09-02 10:04:00,1
183,2019-09-02 10:05:00,0
184,2019-09-02 10:06:00,3
185,2019-09-02 10:07:00,3
186,2019-09-02 10:08:00,2
187,2019-09-02 10:09:00,3
188,2019-09-02 10:10:00,1
189,2019-09-02 10:11:00,4
190,2019-09-02 10:12:00,0
191,2019-09-02 10:13:00,1
192,2019-09-02 10:14:00,0
193,2019-09-02 10:15:00,3
194,2019-09-02 10:16:00,4
195,2019-09-02 10:17:00,3
196,2019-09-02 10:18:00,0
197,2019-09-02 10:19:00,2
198,2019-09-02 10:20:00,0
199,2019-09-02 10:21:00,1
200,2019-09-02 10:22:00,1
201,2019-09-02 10:23:00,0
202,2019-09-02 10:24:00,0
203,2019-09-02 10:25:00,0
204,2019-09-02 10:26:00,3
205,2019-09-02 10:27:00,0
206,2019-09-02 10:28:00,0
207,2019-09-02 10:29:00,0
208,2019-09-02 10:30:00,1
209,2019-09-02 10:31:00,2
210,2019-09-02 10:32:00,0
211,2019-09-02 10:33:00,1
212,2019-09-02 10:34:00,0
213,2019-09-02 10:35:00,6
214,2019-09-02 10:36:00,0
215,2019-09-02 10:37:00,0
216,2019-09-02 10:38:00,5
217,2019-09-02 10:39:00,6
218,2019-09-02 10:40:00,6
219,2019-09-02 10:41:00,0
220,2019-09-02 10:42:00,0
221,2019-09-02 10:43:00,0
222,2019-09-02 10:44:00,0
223,2019-09-02 10:45:00,1
224,2019-09-02 10:46:00,3
225,2019-09-02 10:47:00,0
226,2019-09-02 10:48:00,6
227,2019-09-02 10:49:00,2
228,2019-09-02 10:50:00,3
229,2019-09-02 10:51:00,0
230,2019-09-02 10:52:00,0
231,2019-09-02 10:53:00,0
232,2019-09-02 10:54:00,0
233,2019-09-02 10:55:00,0
234,2019-09-02 10:56:00,0
235,2019-09-02 10:57:00,0
236,2019-09-02 10:58:00,0
237,2019-09-02 10:59:00,1
238,2019-09-02 11:00:00,1
239,2019-09-02 11:01:00,0
240,2019-09-02 11:02:00,0
241,2019-09-02 11:03:00,0
242,2019-09-02 11:04:00,3
243,2019-09-02 11:05:00,0
244,2019-09-02 11:06:00,0
245,2019-09-02 11:07:00,3
246,2019-09-02 11:08:00,3
247,2019-09-02 11:09:00,0
248,2019-09-02 11:10:00,0
249,2019-09-02 11:11:00,0
250,2019-09-02 11:12:00,0
251,2019-09-02 11:13:00,2
252,2019-09-02 11:14:00,0
253,2019-09-02 11:15:00,0
254,2019-09-02 11:16:00,0
255,2019-09-02 11:17:00,0
256,2019-09-02 11:18:00,3
257,2019-09-02 11:19:00,0
258,2019-09-02 11:20:00,2
259,2019-09-02 11:21:00,3
260,2019-09-02 11:22:00,0
261,2019-09-02 11:23:00,6
262,2019-09-02 11:24:00,0
263,2019-09-02 11:25:00,0
264,2019-09-02 11:26:00,2
265,2019-09-02 11:27:00,4
266,2019-09-02 11:28:00,0
267,2019-09-02 11:29:00,0
268,2019-09-02 11:30:00,0
269,2019-09-02 11:31:00,3
270,2019-09-02 11:32:00,0
271,2019-09-02 11:33:00,1
272,2019-09-02 11:34:00,0
273,2019-09-02 11:35:00,0
274,2019-09-02 11:36:00,1
275,2019-09-02 11:37:00,0
276,2019-09-02 11:38:00,1
277,2019-09-02 11:39:00,0
278,2019-09-02 11:40:00,0
279,2019-09-02 11:41:00,1
280,2019-09-02 11:42:00,0
281,2019-09-02 11:43:00,0
282,2019-09-02 11:44:00,1
283,2019-09-02 11:45:00,0
284,2019-09-02 11:46:00,0
285,2019-09-02 11:47:00,2
286,2019-09-02 11:48:00,0
287,2019-09-02 11:49:00,0
288,2019-09-02 11:50:00,2
289,2019-09-02 11:51:00,5
290,2019-09-02 11:52:00,0
291,2019-09-02 11:53:00,0
292,2019-09-02 11:54:00,1
293,2019-09-02 11:55:00,2
294,2019-09-02 11:56:00,0
295,2019-09-02 11:57:00,1
296,2019-09-02 11:58:00,2
297,2019-09-02 11:59:00,0
298,2019-09-02 12:00:00,2
299,2019-09-02 12:01:00,0
300,2019-09-02 12:02:00,2
301,2019-09-02 12:03:00,0
302,2019-09-02 12:04:00,3
303,2019-09-02 12:05:00,1
304,2019-09-02 12:06:00,2
305,2019-09-02 12:07:00,0
306,2019-09-02 12:08:00,0
307,2019-09-02 12:09:00,0
308,2019-09-02 12:10:00,0
309,2019-09-02 12:11:00,2
310,2019-09-02 12:12:00,3
311,2019-09-02 12:13:00,0
312,2019-09-02 12:14:00,1
313,2019-09-02 12:15:00,2
314,2019-09-02 12:16:00,5
315,2019-09-02 12:17:00,0
316,2019-09-02 12:18:00,0
317,2019-09-02 12:19:00,0
318,2019-09-02 12:20:00,1
319,2019-09-02 12:21:00,1
320,2019-09-02 12:22:00,1
321,2019-09-02 12:23:00,0
322,2019-09-02 12:24:00,2
323,2019-09-02 12:25:00,1
324,2019-09-02 12:26:00,5
325,2019-09-02 12:27:00,7
326,2019-09-02 12:28:00,2
327,2019-09-02 12:29:00,0
328,2019-09-02 12:30:00,0
329,2019-09-02 12:31:00,3
330,2019-09-02 12:32:00,0
331,2019-09-02 12:33:00,0
332,2019-09-02 12:34:00,2
333,2019-09-02 12:35:00,0
334,2019-09-02 12:36:00,1
335,2019-09-02 12:37:00,2
336,2019-09-02 12:38:00,1
337,2019-09-02 12:39:00,0
338,2019-09-02 12:40:00,0
339,2019-09-02 12:41:00,3
340,2019-09-02 12:42:00,0
341,2019-09-02 12:43:00,2
342,2019-09-02 12:44:00,1
343,2019-09-02 12:45:00,4
344,2019-09-02 12:46:00,0
345,2019-09-02 12:47:00,6
346,2019-09-02 12:48:00,0
347,2019-09-02 12:49:00,0
348,2019-09-02 12:50:00,0
349,2019-09-02 12:51:00,0
350,2019-09-02 12:52:00,2
351,2019-09-02 12:53:00,3
352,2019-09-02 12:54:00,0
353,2019-09-02 12:55:00,1
354,2019-09-02 12:56:00,2
355,2019-09-02 12:57:00,0
356,2019-09-02 12:58:00,3
357,2019-09-02 12:59:00,4
358,2019-09-02 13:00:00,1
359,2019-09-02 13:01:00,0
360,2019-09-02 13:02:00,0
361,2019-09-02 13:03:00,3
362,2019-09-02 13:04:00,1
363,2019-09-02 13:05:00,1
364,2019-09-02 13:06:00,2
365,2019-09-02 13:07:00,1
366,2019-09-02 13:08:00,0
367,2019-09-02 13:09:00,6
368,2019-09-02 13:10:00,3
369,2019-09-02 13:11:00,3
370,2019-09-02 13:12:00,2
371,2019-09-02 13:13:00,0
372,2019-09-02 13:14:00,6
373,2019-09-02 13:15:00,6
374,2019-09-02 13:16:00,3
375,2019-09-02 13:17:00,3
376,2019-09-02 13:18:00,2
377,2019-09-02 13:19:00,0
378,2019-09-02 13:20:00,0
379,2019-09-02 13:21:00,0
380,2019-09-02 13:22:00,0
381,2019-09-02 13:23:00,0
382,2019-09-02 13:24:00,4
383,2019-09-02 13:25:00,0
384,2019-09-02 13:26:00,2
385,2019-09-02 13:27:00,0
386,2019-09-02 13:28:00,0
387,2019-09-02 13:29:00,2
388,2019-09-02 13:30:00,3
389,2019-09-02 13:31:00,4
390,2019-09-02 13:32:00,0
391,2019-09-02 13:33:00,4
392,2019-09-02 13:34:00,4
393,2019-09-02 13:35:00,4
394,2019-09-02 13:36:00,2
395,2019-09-02 13:37:00,0
396,2019-09-02 13:38:00,2
397,2019-09-02 13:39:00,1
398,2019-09-02 13:40:00,3
399,2019-09-02 13:41:00,0
400,2019-09-02 13:42:00,1
401,2019-09-02 13:43:00,3
402,2019-09-02 13:44:00,4
403,2019-09-02 13:45:00,3
404,2019-09-02 13:46:00,6
405,2019-09-02 13:47:00,2
406,2019-09-02 13:48:00,0
407,2019-09-02 13:49:00,1
408,2019-09-02 13:50:00,3
409,2019-09-02 13:51:00,1
410,2019-09-02 13:52:00,0
411,2019-09-02 13:53:00,0
412,2019-09-02 13:54:00,4
413,2019-09-02 13:55:00,0
414,2019-09-02 13:56:00,0
415,2019-09-02 13:57:00,5
416,2019-09-02 13:58:00,4
417,2019-09-02 13:59:00,0
418,2019-09-02 14:00:00,0
419,2019-09-02 14:01:00,1
420,2019-09-02 14:02:00,1
421,2019-09-02 14:03:00,0
422,2019-09-02 14:04:00,5
423,2019-09-02 14:05:00,0
424,2019-09-02 14:06:00,0
425,2019-09-02 14:07:00,1
426,2019-09-02 14:08:00,3
427,2019-09-02 14:09:00,2
428,2019-09-02 14:10:00,3
429,2019-09-02 14:11:00,2
430,2019-09-02 14:12:00,0
431,2019-09-02 14:13:00,0
432,2019-09-02 14:14:00,1
433,2019-09-02 14:15:00,1
434,2019-09-02 14:16:00,0
435,2019-09-02 14:17:00,0
436,2019-09-02 14:18:00,3
437,2019-09-02 14:19:00,1
438,2019-09-02 14:20:00,4
439,2019-09-02 14:21:00,7
440,2019-09-02 14:22:00,6
441,2019-09-02 14:23:00,6
442,2019-09-02 14:24:00,0
443,2019-09-02 14:25:00,0
444,2019-09-02 14:26:00,0
445,2019-09-02 14:27:00,0
446,2019-09-02 14:28:00,0
447,2019-09-02 14:29:00,0
448,2019-09-02 14:30:00,0
449,2019-09-02 14:31:00,0
450,2019-09-02 14:32:00,2
451,2019-09-02 14:33:00,2
452,2019-09-02 14:34:00,0
453,2019-09-02 14:35:00,6
454,2019-09-02 14:36:00,0
455,2019-09-02 14:37:00,1
456,2019-09-02 14:38:00,0
457,2019-09-02 14:39:00,2
458,2019-09-02 14:40:00,4
459,2019-09-02 14:41:00,2
460,2019-09-02 14:42:00,6
461,2019-09-02 14:43:00,1
462,2019-09-02 14:44:00,4
463,2019-09-02 14:45:00,0
464,2019-09-02 14:46:00,3
465,2019-09-02 14:47:00,0
466,2019-09-02 14:48:00,0
467,2019-09-02 14:49:00,0
468,2019-09-02 14:50:00,0
469,2019-09-02 14:51:00,0
470,2019-09-02 14:52:00,2
471,2019-09-02 14:53:00,1
472,2019-09-02 14:54:00,0
473,2019-09-02 14:55:00,2
474,2019-09-02 14:56:00,0
475,2019-09-02 14:57:00,1
476,2019-09-02 14:58:00,0
477,2019-09-02 14:59:00,5
478,2019-09-02 15:00:00,1
479,2019-09-02 15:01:00,4
480,2019-09-02 15:02:00,0
481,2019-09-02 15:03:00,3
482,2019-09-02 15:04:00,2
483,2019-09-02 15:05:00,0
484,2019-09-02 15:06:00,3
485,2019-09-02 15:07:00,2
486,2019-09-02 15:08:00,3
487,2019-09-02 15:09:00,3
488,2019-09-02 15:10:00,3
489,2019-09-02 15:11:00,4
490,2019-09-02 15:12:00,3
491,2019-09-02 15:13:00,3
492,2019-09-02 15:14:00,0
493,2019-09-02 15:15:00,0
494,2019-09-02 15:16:00,0
495,2019-09-02 15:17:00,2
496,2019-09-02 15:18:00,1
497,2019-09-02 15:19:00,2
498,2019-09-02 15:20:00,2
499,2019-09-02 15:21:00,0
500,2019-09-02 15:22:00,3
501,2019-09-02 15:23:00,5
502,2019-09-02 15:24:00,0
503,2019-09-02 15:25:00,3
504,2019-09-02 15:26:00,0
505,2019-09-02 15:27:00,1
506,2019-09-02 15:28:00,2
507,2019-09-02 15:29:00,0
508,2019-09-02 15:30:00,0
509,2019-09-02 15:31:00,0
510,2019-09-02 15:32:00,5
511,2019-09-02 15:33:00,1
512,2019-09-02 15:34:00,0
513,2019-09-02 15:35:00,4
514,2019-09-02 15:36:00,1
515,2019-09-02 15:37:00,2
516,2019-09-02 15:38:00,0
517,2019-09-02 15:39:00,2
518,2019-09-02 15:40:00,6
519,2019-09-02 15:41:00,0
520,2019-09-02 15:42:00,0
521,2019-09-02 15:43:00,0
522,2019-09-02 15:44:00,4
523,2019-09-02 15:45:00,0
524,2019-09-02 15:46:00,4
525,2019-09-02 15:47:00,0
526,2019-09-02 15:48:00,0
527,2019-09-02 15:49:00,0
528,2019-09-02 15:50:00,0
529,2019-09-02 15:51:00,0
530,2019-09-02 15:52:00,0
531,2019-09-02 15:53:00,0
532,2019-09-02 15:54:00,4
533,2019-09-02 15:55:00,0
534,2019-09-02 15:56:00,0
535,2019-09-02 15:57:00,1
536,2019-09-02 15:58:00,0
537,2019-09-02 15:59:00,0
538,2019-09-02 16:00:00,2
539,2019-09-02 16:01:00,0
540,2019-09-02 16:02:00,0
541,2019-09-02 16:03:00,0
542,2019-09-02 16:04:00,3
543,2019-09-02 16:05:00,1
544,2019-09-02 16:06:00,0
545,2019-09-02 16:07:00,0
546,2019-09-02 16:08:00,1
547,2019-09-02 16:09:00,3
548,2019-09-02 16:10:00,0
549,2019-09-02 16:11:00,0
550,2019-09-02 16:12:00,0
551,2019-09-02 16:13:00,2
552,2019-09-02 16:14:00,1
553,2019-09-02 16:15:00,0
554,2019-09-02 16:16:00,0
555,2019-09-02 16:17:00,0
556,2019-09-02 16:18:00,2
557,2019-09-02 16:19:00,0
558,2019-09-02 16:20:00,0
559,2019-09-02 16:21:00,0
560,2019-09-02 16:22:00,5
561,2019-09-02 16:23:00,0
562,2019-09-02 16:24:00,0
563,2019-09-02 16:25:00,0
564,2019-09-02 16:26:00,3
565,2019-09-02 16:27:00,0
566,2019-09-02 16:28:00,5
567,2019-09-02 16:29:00,0
568,2019-09-02 16:30:00,0
569,2019-09-02 16:31:00,4
570,2019-09-02 16:32:00,2
571,2019-09-02 16:33:00,1
572,2019-09-02 16:34:00,0
573,2019-09-02 16:35:00,6
574,2019-09-02 16:36:00,0
575,2019-09-02 16:37:00,2
576,2019-09-02 16:38:00,1
577,2019-09-02 16:39:00,5
578,2019-09-02 16:40:00,2
579,2019-09-02 16:41:00,1
580,2019-09-02 16:42:00,4
581,2019-09-02 16:43:00,1
582,2019-09-02 16:44:00,0
583,2019-09-02 16:45:00,1
584,2019-09-02 16:46:00,4
585,2019-09-02 16:47:00,8
586,2019-09-02 16:48:00,0
587,2019-09-02 16:49:00,0
588,2019-09-02 16:50:00,2
589,2019-09-02 16:51:00,1
590,2019-09-02 16:52:00,1
591,2019-09-02 16:53:00,7
592,2019-09-02 16:54:00,2
593,2019-09-02 16:55:00,3
594,2019-09-02 16:56:00,6
595,2019-09-02 16:57:00,1
596,2019-09-02 16:58:00,0
597,2019-09-02 16:59:00,4
598,2019-09-02 17:00:00,2
599,2019-09-02 17:01:00,0
600,2019-09-02 17:02:00,2
601,2019-09-02 17:03:00,3
602,2019-09-02 17:04:00,0
603,2019-09-02 17:05:00,5
604,2019-09-02 17:06:00,2
605,2019-09-02 17:07:00,3
606,2019-09-02 17:08:00,0
607,2019-09-02 17:09:00,0
608,2019-09-02 17:10:00,0
609,2019-09-02 17:11:00,0
610,2019-09-02 17:12:00,7
611,2019-09-02 17:13:00,6
612,2019-09-02 17:14:00,1
613,2019-09-02 17:15:00,3
614,2019-09-02 17:16:00,3
615,2019-09-02 17:17:00,1
616,2019-09-02 17:18:00,4
617,2019-09-02 17:19:00,5
618,2019-09-02 17:20:00,1
619,2019-09-02 17:21:00,2
620,2019-09-02 17:22:00,0
621,2019-09-02 17:23:00,2
622,2019-09-02 17:24:00,3
623,2019-09-02 17:25:00,0
624,2019-09-02 17:26:00,0
625,2019-09-02 17:27:00,3
626,2019-09-02 17:28:00,0
627,2019-09-02 17:29:00,3
628,2019-09-02 17:30:00,4
629,2019-09-02 17:31:00,3
630,2019-09-02 17:32:00,0
631,2019-09-02 17:33:00,0
632,2019-09-02 17:34:00,4
633,2019-09-02 17:35:00,2
634,2019-09-02 17:36:00,3
635,2019-09-02 17:37:00,2
636,2019-09-02 17:38:00,0
637,2019-09-02 17:39:00,1
638,2019-09-02 17:40:00,0
639,2019-09-02 17:41:00,2
640,2019-09-02 17:42:00,2
641,2019-09-02 17:43:00,2
642,2019-09-02 17:44:00,2
643,2019-09-02 17:45:00,2
644,2019-09-02 17:46:00,0
645,2019-09-02 17:47:00,4
646,2019-09-02 17:48:00,7
647,2019-09-02 17:49:00,0
648,2019-09-02 17:50:00,3
649,2019-09-02 17:51:00,2
650,2019-09-02 17:52:00,2
651,2019-09-02 17:53:00,0
652,2019-09-02 17:54:00,2
653,2019-09-02 17:55:00,0
654,2019-09-02 17:56:00,2
655,2019-09-02 17:57:00,0
656,2019-09-02 17:58:00,2
657,2019-09-02 17:59:00,5
658,2019-09-02 18:00:00,4
659,2019-09-02 18:01:00,4
660,2019-09-02 18:02:00,2
661,2019-09-02 18:03:00,3
662,2019-09-02 18:04:00,0
663,2019-09-02 18:05:00,5
664,2019-09-02 18:06:00,0
665,2019-09-02 18:07:00,0
666,2019-09-02 18:08:00,0
667,2019-09-02 18:09:00,4
668,2019-09-02 18:10:00,5
669,2019-09-02 18:11:00,2
670,2019-09-02 18:12:00,1
671,2019-09-02 18:13:00,7
672,2019-09-02 18:14:00,0
673,2019-09-02 18:15:00,0
674,2019-09-02 18:16:00,0
675,2019-09-02 18:17:00,6
676,2019-09-02 18:18:00,3
677,2019-09-02 18:19:00,5
678,2019-09-02 18:20:00,0
679,2019-09-02 18:21:00,0
680,2019-09-02 18:22:00,1
681,2019-09-02 18:23:00,1
682,2019-09-02 18:24:00,6
683,2019-09-02 18:25:00,0
684,2019-09-02 18:26:00,0
685,2019-09-02 18:27:00,2
686,2019-09-02 18:28:00,0
687,2019-09-02 18:29:00,3
688,2019-09-02 18:30:00,3
689,2019-09-02 18:31:00,0
690,2019-09-02 18:32:00,0
691,2019-09-02 18:33:00,5
692,2019-09-02 18:34:00,1
693,2019-09-02 18:35:00,2
694,2019-09-02 18:36:00,3
695,2019-09-02 18:37:00,4
696,2019-09-02 18:38:00,4
697,2019-09-02 18:39:00,0
698,2019-09-02 18:40:00,1
699,2019-09-02 18:41:00,5
700,2019-09-02 18:42:00,5
701,2019-09-02 18:43:00,2
702,2019-09-02 18:44:00,2
703,2019-09-02 18:45:00,3
704,2019-09-02 18:46:00,3
705,2019-09-02 18:47:00,0
706,2019-09-02 18:48:00,2
707,2019-09-02 18:49:00,1
708,2019-09-02 18:50:00,2
709,2019-09-02 18:51:00,3
710,2019-09-02 18:52:00,4
711,2019-09-02 18:53:00,2
712,2019-09-02 18:54:00,4
713,2019-09-02 18:55:00,2
714,2019-09-02 18:56:00,4
715,2019-09-02 18:57:00,1
716,2019-09-02 18:58:00,2
717,2019-09-02 18:59:00,1
718,2019-09-02 19:00:00,5
719,2019-09-02 19:01:00,3
720,2019-09-02 19:02:00,0
721,2019-09-02 19:03:00,3
722,2019-09-02 19:04:00,0
723,2019-09-02 19:05:00,0
724,2019-09-02 19:06:00,5
725,2019-09-02 19:07:00,0
726,2019-09-02 19:08:00,7
727,2019-09-02 19:09:00,2
728,2019-09-02 19:10:00,0
729,2019-09-02 19:11:00,0
730,2019-09-02 19:12:00,3
731,2019-09-02 19:13:00,7
732,2019-09-02 19:14:00,0
733,2019-09-02 19:15:00,3
734,2019-09-02 19:16:00,2
735,2019-09-02 19:17:00,0
736,2019-09-02 19:18:00,0
737,2019-09-02 19:19:00,1
738,2019-09-02 19:20:00,0
739,2019-09-02 19:21:00,3
740,2019-09-02 19:22:00,5
741,2019-09-02 19:23:00,0
742,2019-09-02 19:24:00,0
743,2019-09-02 19:25:00,3
744,2019-09-02 19:26:00,1
745,2019-09-02 19:27:00,1
746,2019-09-02 19:28:00,0
747,2019-09-02 19:29:00,0
748,2019-09-02 19:30:00,0
749,2019-09-02 19:31:00,3
750,2019-09-02 19:32:00,0
751,2019-09-02 19:33:00,7
752,2019-09-02 19:34:00,3
753,2019-09-02 19:35:00,3
754,2019-09-02 19:36:00,1
755,2019-09-02 19:37:00,0
756,2019-09-02 19:38:00,5
757,2019-09-02 19:39:00,3
758,2019-09-02 19:40:00,0
759,2019-09-02 19:41:00,0
760,2019-09-02 19:42:00,2
761,2019-09-02 19:43:00,0
762,2019-09-02 19:44:00,5
763,2019-09-02 19:45:00,1
764,2019-09-02 19:46:00,1
765,2019-09-02 19:47:00,1
766,2019-09-02 19:48:00,2
767,2019-09-02 19:49:00,6
768,2019-09-02 19:50:00,4
769,2019-09-02 19:51:00,6
770,2019-09-02 19:52:00,2
771,2019-09-02 19:53:00,2
772,2019-09-02 19:54:00,0
773,2019-09-02 19:55:00,3
774,2019-09-02 19:56:00,1
775,2019-09-02 19:57:00,4
776,2019-09-02 19:58:00,0
777,2019-09-02 19:59:00,0
778,2019-09-02 20:00:00,0
779,2019-09-02 20:01:00,2
780,2019-09-02 20:02:00,0
781,2019-09-02 20:03:00,3
782,2019-09-02 20:04:00,2
783,2019-09-02 20:05:00,2
784,2019-09-02 20:06:00,0
785,2019-09-02 20:07:00,4
786,2019-09-02 20:08:00,1
787,2019-09-02 20:09:00,3
788,2019-09-02 20:10:00,0
789,2019-09-02 20:11:00,5
790,2019-09-02 20:12:00,1
791,2019-09-02 20:13:00,0
792,2019-09-02 20:14:00,0
793,2019-09-02 20:15:00,4
794,2019-09-02 20:16:00,3
795,2019-09-02 20:17:00,0
796,2019-09-02 20:18:00,0
797,2019-09-02 20:19:00,2
798,2019-09-02 20:20:00,2
799,2019-09-02 20:21:00,0
800,2019-09-02 20:22:00,0
801,2019-09-02 20:23:00,2
802,2019-09-02 20:24:00,1
803,2019-09-02 20:25:00,1
804,2019-09-02 20:26:00,0
805,2019-09-02 20:27:00,2
806,2019-09-02 20:28:00,2
807,2019-09-02 20:29:00,3
808,2019-09-02 20:30:00,1
809,2019-09-02 20:31:00,2
810,2019-09-02 20:32:00,2
811,2019-09-02 20:33:00,0
812,2019-09-02 20:34:00,0
813,2019-09-02 20:35:00,3
814,2019-09-02 20:36:00,4
815,2019-09-02 20:37:00,5
816,2019-09-02 20:38:00,0
817,2019-09-02 20:39:00,1
818,2019-09-02 20:40:00,4
819,2019-09-02 20:41:00,2
820,2019-09-02 20:42:00,3
821,2019-09-02 20:43:00,3
