,customer_no,timestamp,location
214,10028,2019-09-02 07:18:00,drinks
215,10028,2019-09-02 07:19:00,checkout
216,10029,2019-09-02 07:15:00,entrance
217,10029,2019-09-02 07:16:00,drinks
218,10029,2019-09-02 07:17:00,drinks
219,10029,2019-09-02 07:18:00,checkout
220,10030,2019-09-02 07:16:00,entrance
221,10030,2019-09-02 07:17:00,spices
222,10030,2019-09-02 07:18:00,drinks
223,10030,2019-09-02 07:19:00,fruit
224,10030,2019-09-02 07:20:00,dairy
225,10030,2019-09-02 07:21:00,fruit
226,10030,2019-09-02 07:22:00,fruit
227,10030,2019-09-02 07:23:00,checkout
228,10031,2019-09-02 07:16:00,entrance
229,10031,2019-09-02 07:17:00,spices
230,10031,2019-09-02 07:18:00,checkout
231,10032,2019-09-02 07:16:00,entrance
232,10032,2019-09-02 07:17:00,drinks
233,10032,2019-09-02 07:18:00,drinks
234,10032,2019-09-02 07:19:00,drinks
235,10032,2019-09-02 07:20:00,checkout
236,10033,2019-09-02 07:16:00,entrance
237,10033,2019-09-02 07:17:00,fruit
238,10033,2019-09-02 07:18:00,fruit
239,10033,2019-09-02 07:19:00,fruit
240,10033,2019-09-02 07:20:00,dairy
241,10033,2019-09-02 07:21:00,dairy
242,10033,2019-09-02 07:22:00,spices
243,10033,2019-09-02 07:23:00,dairy
244,10033,2019-09-02 07:24:00,drinks
245,10033,2019-09-02 07:25:00,drinks
246,10033,2019-09-02 07:26:00,spices
247,10033,2019-09-02 07:27:00,drinks
248,10033,2019-09-02 07:28:00,drinks
249,10033,2019-09-02 07:29:00,drinks
250,10033,2019-09-02 07:30:00,drinks
251,10033,2019-09-02 07:31:00,drinks
252,10033,2019-09-02 07:32:00,drinks
253,10033,2019-09-02 07:33:00,checkout
254,10034,2019-09-02 07:16:00,entrance
255,10034,2019-09-02 07:17:00,spices
256,10034,2019-09-02 07:18:00,drinks
257,10034,2019-09-02 07:19:00,drinks
258,10034,2019-09-02 07:20:00,drinks
259,10034,2019-09-02 07:21:00,drinks
260,10034,2019-09-02 07:22:00,drinks
261,10034,2019-09-02 07:23:00,drinks
262,10034,2019-09-02 07:24:00,drinks
263,10034,2019-09-02 07:25:00,spices
264,10034,2019-09-02 07:26:00,fruit
265,10034,2019-09-02 07:27:00,checkout
266,10035,2019-09-02 07:17:00,entrance
267,10035,2019-09-02 07:18:00,dairy
268,10035,2019-09-02 07:19:00,drinks
269,10035,2019-09-02 07:20:00,drinks
270,10035,2019-09-02 07:21:00,drinks
271,10035,2019-09-02 07:22:00,checkout
272,10036,2019-09-02 07:19:00,entrance
273,10036,2019-09-02 07:20:00,dairy
274,10036,2019-09-02 07:21:00,checkout
275,10037,2019-09-02 07:21:00,entrance
276,10037,2019-09-02 07:22:00,fruit
277,10037,2019-09-02 07:23:00,fruit
278,10037,2019-09-02 07:24:00,fruit
279,10037,2019-09-02 07:25:00,fruit
280,10037,2019-09-02 07:26:00,checkout
281,10038,2019-09-02 07:21:00,entrance
282,10038,2019-09-02 07:22:00,fruit
283,10038,2019-09-02 07:23:00,fruit
284,10038,2019-09-02 07:24:00,fruit
285,10038,2019-09-02 07:25:00,fruit
286,10038,2019-09-02 07:26:00,dairy
287,10038,2019-09-02 07:27:00,dairy
288,10038,2019-09-02 07:28:00,dairy
289,10038,2019-09-02 07:29:00,checkout
290,10039,2019-09-02 07:25:00,entrance
291,10039,2019-09-02 07:26:00,dairy
292,10039,2019-09-02 07:27:00,checkout
293,10040,2019-09-02 07:25:00,entrance
294,10040,2019-09-02 07:26:00,dairy
295,10040,2019-09-02 07:27:00,dairy
296,10040,2019-09-02 07:28:00,dairy
297,10040,2019-09-02 07:29:00,spices
298,10040,2019-09-02 07:30:00,checkout
299,10041,2019-09-02 07:25:00,entrance
300,10041,2019-09-02 07:26:00,drinks
301,10041,2019-09-02 07:27:00,dairy
302,10041,2019-09-02 07:28:00,spices
303,10041,2019-09-02 07:29:00,spices
304,10041,2019-09-02 07:30:00,drinks
305,10041,2019-09-02 07:31:00,drinks
306,10041,2019-09-02 07:32:00,drinks
307,10041,2019-09-02 07:33:00,checkout
308,10042,2019-09-02 07:25:00,entrance
309,10042,2019-09-02 07:26:00,dairy
310,10042,2019-09-02 07:27:00,dairy
311,10042,2019-09-02 07:28:00,dairy
312,10042,2019-09-02 07:29:00,dairy
313,10042,2019-09-02 07:30:00,spices
314,10042,2019-09-02 07:31:00,spices
315,10042,2019-09-02 07:32:00,fruit
316,10042,2019-09-02 07:33:00,dairy
317,10042,2019-09-02 07:34:00,dairy
318,10042,2019-09-02 07:35:00,dairy
319,10042,2019-09-02 07:36:00,dairy
320,10042,2019-09-02 07:37:00,dairy
321,10042,2019-09-02 07:38:00,dairy
322,10042,2019-09-02 07:39:00,dairy
323,10042,2019-09-02 07:40:00,dairy
324,10042,2019-09-02 07:41:00,dairy
325,10042,2019-09-02 07:42:00,dairy
326,10042,2019-09-02 07:43:00,dairy
327,10042,2019-09-02 07:44:00,checkout
328,10043,2019-09-02 07:25:00,entrance
329,10043,2019-09-02 07:26:00,fruit
330,10043,2019-09-02 07:27:00,fruit
331,10043,2019-09-02 07:28:00,dairy
332,10043,2019-09-02 07:29:00,dairy
333,10043,2019-09-02 07:30:00,dairy
334,10043,2019-09-02 07:31:00,dairy
335,10043,2019-09-02 07:32:00,dairy
336,10043,2019-09-02 07:33:00,dairy
337,10043,2019-09-02 07:34:00,dairy
338,10043,2019-09-02 07:35:00,dairy
339,10043,2019-09-02 07:36:00,dairy
340,10043,2019-09-02 07:37:00,dairy
341,10043,2019-09-02 07:38:00,dairy
342,10043,2019-09-02 07:39:00,fruit
343,10043,2019-09-02 07:40:00,fruit
344,10043,2019-09-02 07:41:00,dairy
345,10043,2019-09-02 07:42:00,dairy
346,10043,2019-09-02 07:43:00,checkout
347,10044,2019-09-02 07:25:00,entrance
348,10044,2019-09-02 07:26:00,fruit
349,10044,2019-09-02 07:27:00,checkout
350,10045,2019-09-02 07:25:00,entrance
351,10045,2019-09-02 07:26:00,spices
352,10045,2019-09-02 07:27:00,dairy
353,10045,2019-09-02 07:28:00,dairy
354,10045,2019-09-02 07:29:00,dairy
355,10045,2019-09-02 07:30:00,fruit
356,10045,2019-09-02 07:31:00,drinks
357,10045,2019-09-02 07:32:00,drinks
358,10045,2019-09-02 07:33:00,drinks
359,10045,2019-09-02 07:34:00,fruit
360,10045,2019-09-02 07:35:00,fruit
361,10045,2019-09-02 07:36:00,dairy
362,10045,2019-09-02 07:37:00,dairy
363,10045,2019-09-02 07:38:00,dairy
364,10045,2019-09-02 07:39:00,dairy
365,10045,2019-09-02 07:40:00,dairy
366,10045,2019-09-02 07:41:00,dairy
367,10045,2019-09-02 07:42:00,dairy
368,10045,2019-09-02 07:43:00,dairy
369,10045,2019-09-02 07:44:00,dairy
370,10045,2019-09-02 07:45:00,dairy
371,10045,2019-09-02 07:46:00,dairy
372,10045,2019-09-02 07:47:00,dairy
373,10045,2019-09-02 07:48:00,dairy
374,10045,2019-09-02 07:49:00,dairy
375,10045,2019-09-02 07:50:00,dairy
376,10045,2019-09-02 07:51:00,dairy
377,10045,2019-09-02 07:52:00,dairy
378,10045,2019-09-02 07:53:00,dairy
379,10045,2019-09-02 07:54:00,dairy
380,10045,2019-09-02 07:55:00,checkout
381,10046,2019-09-02 07:25:00,entrance
382,10046,2019-09-02 07:26:00,fruit
383,10046,2019-09-02 07:27:00,checkout
384,10047,2019-09-02 07:26:00,entrance
385,10047,2019-09-02 07:27:00,drinks
386,10047,2019-09-02 07:28:00,fruit
387,10047,2019-09-02 07:29:00,fruit
388,10047,2019-09-02 07:30:00,fruit
389,10047,2019-09-02 07:31:00,fruit
390,10047,2019-09-02 07:32:00,dairy
391,10047,2019-09-02 07:33:00,dairy
392,10047,2019-09-02 07:34:00,dairy
393,10047,2019-09-02 07:35:00,dairy
394,10047,2019-09-02 07:36:00,checkout
395,10048,2019-09-02 07:26:00,entrance
396,10048,2019-09-02 07:27:00,drinks
397,10048,2019-09-02 07:28:00,checkout
398,10049,2019-09-02 07:26:00,entrance
399,10049,2019-09-02 07:27:00,spices
400,10049,2019-09-02 07:28:00,checkout
401,10050,2019-09-02 07:27:00,entrance
402,10050,2019-09-02 07:28:00,fruit
403,10050,2019-09-02 07:29:00,drinks
404,10050,2019-09-02 07:30:00,drinks
405,10050,2019-09-02 07:31:00,spices
406,10050,2019-09-02 07:32:00,checkout
407,10051,2019-09-02 07:27:00,entrance
408,10051,2019-09-02 07:28:00,fruit
409,10051,2019-09-02 07:29:00,fruit
410,10051,2019-09-02 07:30:00,fruit
411,10051,2019-09-02 07:31:00,dairy
412,10051,2019-09-02 07:32:00,dairy
413,10051,2019-09-02 07:33:00,checkout
414,10052,2019-09-02 07:28:00,entrance
415,10052,2019-09-02 07:29:00,drinks
416,10052,2019-09-02 07:30:00,drinks
417,10052,2019-09-02 07:31:00,spices
418,10052,2019-09-02 07:32:00,spices
419,10052,2019-09-02 07:33:00,fruit
420,10052,2019-09-02 07:34:00,fruit
421,10052,2019-09-02 07:35:00,fruit
422,10052,2019-09-02 07:36:00,drinks
423,10052,2019-09-02 07:37:00,fruit
424,10052,2019-09-02 07:38:00,fruit
425,10052,2019-09-02 07:39:00,checkout
426,10053,2019-09-02 07:28:00,entrance
427,10053,2019-09-02 07:29:00,fruit
428,10053,2019-09-02 07:30:00,fruit
429,10053,2019-09-02 07:31:00,fruit
430,10053,2019-09-02 07:32:00,checkout
431,10054,2019-09-02 07:29:00,entrance
432,10054,2019-09-02 07:30:00,spices
433,10054,2019-09-02 07:31:00,dairy
434,10054,2019-09-02 07:32:00,dairy
435,10054,2019-09-02 07:33:00,dairy
436,10054,2019-09-02 07:34:00,dairy
437,10054,2019-09-02 07:35:00,dairy
438,10054,2019-09-02 07:36:00,dairy
439,10054,2019-09-02 07:37:00,checkout
440,10055,2019-09-02 07:29:00,entrance
441,10055,2019-09-02 07:30:00,spices
442,10055,2019-09-02 07:31:00,spices
443,10055,2019-09-02 07:32:00,dairy
444,10055,2019-09-02 07:33:00,dairy
445,10055,2019-09-02 07:34:00,dairy
446,10055,2019-09-02 07:35:00,checkout
447,10056,2019-09-02 07:29:00,entrance
448,10056,2019-09-02 07:30:00,fruit
449,10056,2019-09-02 07:31:00,fruit
450,10056,2019-09-02 07:32:00,fruit
451,10056,2019-09-02 07:33:00,dairy
452,10056,2019-09-02 07:34:00,spices
453,10056,2019-09-02 07:35:00,drinks
454,10056,2019-09-02 07:36:00,drinks
455,10056,2019-09-02 07:37:00,drinks
456,10056,2019-09-02 07:38:00,drinks
457,10056,2019-09-02 07:39:00,drinks
458,10056,2019-09-02 07:40:00,checkout
459,10057,2019-09-02 07:29:00,entrance
460,10057,2019-09-02 07:30:00,fruit
461,10057,2019-09-02 07:31:00,checkout
462,10058,2019-09-02 07:29:00,entrance
463,10058,2019-09-02 07:30:00,drinks
464,10058,2019-09-02 07:31:00,drinks
465,10058,2019-09-02 07:32:00,checkout
466,10059,2019-09-02 07:29:00,entrance
467,10059,2019-09-02 07:30:00,dairy
468,10059,2019-09-02 07:31:00,dairy
469,10059,2019-09-02 07:32:00,dairy
470,10059,2019-09-02 07:33:00,dairy
471,10059,2019-09-02 07:34:00,dairy
472,10059,2019-09-02 07:35:00,drinks
473,10059,2019-09-02 07:36:00,drinks
474,10059,2019-09-02 07:37:00,drinks
475,10059,2019-09-02 07:38:00,fruit
476,10059,2019-09-02 07:39:00,checkout
477,10060,2019-09-02 07:32:00,entrance
478,10060,2019-09-02 07:33:00,fruit
479,10060,2019-09-02 07:34:00,fruit
480,10060,2019-09-02 07:35:00,drinks
481,10060,2019-09-02 07:36:00,checkout
482,10061,2019-09-02 07:32:00,entrance
483,10061,2019-09-02 07:33:00,spices
484,10061,2019-09-02 07:34:00,drinks
485,10061,2019-09-02 07:35:00,drinks
486,10061,2019-09-02 07:36:00,drinks
487,10061,2019-09-02 07:37:00,drinks
488,10061,2019-09-02 07:38:00,drinks
489,10061,2019-09-02 07:39:00,drinks
490,10061,2019-09-02 07:40:00,drinks
491,10061,2019-09-02 07:41:00,checkout
492,10062,2019-09-02 07:32:00,entrance
493,10062,2019-09-02 07:33:00,spices
494,10062,2019-09-02 07:34:00,spices
495,10062,2019-09-02 07:35:00,drinks
496,10062,2019-09-02 07:36:00,drinks
497,10062,2019-09-02 07:37:00,drinks
498,10062,2019-09-02 07:38:00,checkout
499,10063,2019-09-02 07:38:00,entrance
500,10063,2019-09-02 07:39:00,spices
501,10063,2019-09-02 07:40:00,drinks
502,10063,2019-09-02 07:41:00,fruit
503,10063,2019-09-02 07:42:00,fruit
504,10063,2019-09-02 07:43:00,dairy
505,10063,2019-09-02 07:44:00,fruit
506,10063,2019-09-02 07:45:00,fruit
507,10063,2019-09-02 07:46:00,drinks
508,10063,2019-09-02 07:47:00,drinks
509,10063,2019-09-02 07:48:00,checkout
510,10064,2019-09-02 07:39:00,entrance
511,10064,2019-09-02 07:40:00,drinks
512,10064,2019-09-02 07:41:00,drinks
513,10064,2019-09-02 07:42:00,fruit
514,10064,2019-09-02 07:43:00,drinks
515,10064,2019-09-02 07:44:00,drinks
516,10064,2019-09-02 07:45:00,checkout
517,10065,2019-09-02 07:39:00,entrance
518,10065,2019-09-02 07:40:00,drinks
519,10065,2019-09-02 07:41:00,drinks
520,10065,2019-09-02 07:42:00,drinks
521,10065,2019-09-02 07:43:00,drinks
522,10065,2019-09-02 07:44:00,drinks
523,10065,2019-09-02 07:45:00,drinks
524,10065,2019-09-02 07:46:00,dairy
525,10065,2019-09-02 07:47:00,checkout
526,10066,2019-09-02 07:39:00,entrance
527,10066,2019-09-02 07:40:00,spices
528,10066,2019-09-02 07:41:00,spices
529,10066,2019-09-02 07:42:00,spices
530,10066,2019-09-02 07:43:00,drinks
531,10066,2019-09-02 07:44:00,drinks
532,10066,2019-09-02 07:45:00,spices
533,10066,2019-09-02 07:46:00,spices
534,10066,2019-09-02 07:47:00,checkout
535,10067,2019-09-02 07:41:00,entrance
536,10067,2019-09-02 07:42:00,dairy
537,10067,2019-09-02 07:43:00,dairy
538,10067,2019-09-02 07:44:00,spices
539,10067,2019-09-02 07:45:00,spices
540,10067,2019-09-02 07:46:00,drinks
541,10067,2019-09-02 07:47:00,drinks
542,10067,2019-09-02 07:48:00,checkout
543,10068,2019-09-02 07:41:00,entrance
544,10068,2019-09-02 07:42:00,spices
545,10068,2019-09-02 07:43:00,spices
546,10068,2019-09-02 07:44:00,spices
547,10068,2019-09-02 07:45:00,drinks
548,10068,2019-09-02 07:46:00,drinks
549,10068,2019-09-02 07:47:00,drinks
550,10068,2019-09-02 07:48:00,fruit
551,10068,2019-09-02 07:49:00,fruit
552,10068,2019-09-02 07:50:00,spices
553,10068,2019-09-02 07:51:00,spices
554,10068,2019-09-02 07:52:00,checkout
555,10069,2019-09-02 07:41:00,entrance
556,10069,2019-09-02 07:42:00,fruit
557,10069,2019-09-02 07:43:00,checkout
558,10070,2019-09-02 07:41:00,entrance
559,10070,2019-09-02 07:42:00,spices
560,10070,2019-09-02 07:43:00,spices
561,10070,2019-09-02 07:44:00,drinks
562,10070,2019-09-02 07:45:00,drinks
563,10070,2019-09-02 07:46:00,drinks
564,10070,2019-09-02 07:47:00,checkout
565,10071,2019-09-02 07:42:00,entrance
566,10071,2019-09-02 07:43:00,dairy
567,10071,2019-09-02 07:44:00,fruit
568,10071,2019-09-02 07:45:00,fruit
569,10071,2019-09-02 07:46:00,fruit
570,10071,2019-09-02 07:47:00,fruit
571,10071,2019-09-02 07:48:00,fruit
572,10071,2019-09-02 07:49:00,fruit
573,10071,2019-09-02 07:50:00,fruit
574,10071,2019-09-02 07:51:00,checkout
575,10072,2019-09-02 07:42:00,entrance
576,10072,2019-09-02 07:43:00,spices
577,10072,2019-09-02 07:44:00,spices
578,10072,2019-09-02 07:45:00,drinks
579,10072,2019-09-02 07:46:00,drinks
580,10072,2019-09-02 07:47:00,drinks
581,10072,2019-09-02 07:48:00,drinks
582,10072,2019-09-02 07:49:00,drinks
583,10072,2019-09-02 07:50:00,drinks
584,10072,2019-09-02 07:51:00,drinks
585,10072,2019-09-02 07:52:00,checkout
586,10073,2019-09-02 07:42:00,entrance
587,10073,2019-09-02 07:43:00,dairy
588,10073,2019-09-02 07:44:00,checkout
589,10074,2019-09-02 07:42:00,entrance
590,10074,2019-09-02 07:43:00,spices
591,10074,2019-09-02 07:44:00,spices
592,10074,2019-09-02 07:45:00,fruit
593,10074,2019-09-02 07:46:00,checkout
594,10075,2019-09-02 07:42:00,entrance
595,10075,2019-09-02 07:43:00,spices
596,10075,2019-09-02 07:44:00,dairy
597,10075,2019-09-02 07:45:00,drinks
598,10075,2019-09-02 07:46:00,drinks
599,10075,2019-09-02 07:47:00,spices
600,10075,2019-09-02 07:48:00,drinks
601,10075,2019-09-02 07:49:00,drinks
602,10075,2019-09-02 07:50:00,checkout
603,10076,2019-09-02 07:43:00,entrance
604,10076,2019-09-02 07:44:00,drinks
605,10076,2019-09-02 07:45:00,drinks
606,10076,2019-09-02 07:46:00,drinks
607,10076,2019-09-02 07:47:00,drinks
608,10076,2019-09-02 07:48:00,drinks
609,10076,2019-09-02 07:49:00,dairy
610,10076,2019-09-02 07:50:00,drinks
611,10076,2019-09-02 07:51:00,checkout
612,10077,2019-09-02 07:43:00,entrance
613,10077,2019-09-02 07:44:00,fruit
614,10077,2019-09-02 07:45:00,fruit
615,10077,2019-09-02 07:46:00,fruit
616,10077,2019-09-02 07:47:00,fruit
617,10077,2019-09-02 07:48:00,fruit
618,10077,2019-09-02 07:49:00,fruit
619,10077,2019-09-02 07:50:00,fruit
620,10077,2019-09-02 07:51:00,fruit
621,10077,2019-09-02 07:52:00,checkout
622,10078,2019-09-02 07:43:00,entrance
623,10078,2019-09-02 07:44:00,spices
624,10078,2019-09-02 07:45:00,dairy
625,10078,2019-09-02 07:46:00,dairy
626,10078,2019-09-02 07:47:00,dairy
627,10078,2019-09-02 07:48:00,checkout
628,10079,2019-09-02 07:43:00,entrance
629,10079,2019-09-02 07:44:00,dairy
630,10079,2019-09-02 07:45:00,dairy
631,10079,2019-09-02 07:46:00,dairy
632,10079,2019-09-02 07:47:00,dairy
633,10079,2019-09-02 07:48:00,dairy
634,10079,2019-09-02 07:49:00,dairy
635,10079,2019-09-02 07:50:00,dairy
636,10079,2019-09-02 07:51:00,dairy
637,10079,2019-09-02 07:52:00,dairy
